,maker,specific_origin,reference_number,review_date,cocoa_percent,maker_location,rating,bean_type,broad_origin
1112,Michel Cluizel,"Carenero Superior,Concepcion",117,2007,66.0,France,3.5,Trinitario,Venezuela
1113,Michel Cluizel,Vila Gracinda,135,2007,67.0,France,3.5,Forastero,Sao Tome
1114,Michel Cluizel,Carre Amer,24,2006,60.0,France,2.0,Blend,Carre Amer
1115,Michel Cluizel,Carre Grand Noir,24,2006,85.0,France,2.0,Blend,Carre Grand Noir
1116,Michel Cluizel,Tamarina,24,2006,70.0,France,3.0,Forastero,Sao Tome
1117,Michel Cluizel,Los Ancones P,24,2006,67.0,France,4.0,Blend,Dominican Republic
1118,Michel Cluizel,Mangaro P,24,2006,65.0,France,4.0,Trinitario,Madagascar
1119,Michel Cluizel,Maralumi P,24,2006,64.0,France,4.0,Blend,Papua New Guinea
1120,Michel Cluizel,Noir Infini,81,2006,99.0,France,2.0,Blend,Noir Infini
1121,Middlebury,Maya Mountain,1490,2015,80.0,U.S.A.,3.5,Trinitario,Belize
1122,Middlebury,San Juan Estate,1490,2015,70.0,U.S.A.,3.5,Trinitario,Trinidad
1123,Middlebury,Oko Caribe,1490,2015,75.0,U.S.A.,3.75,Blend,Dominican Republic
1124,Middlebury,"Patanemo,Epoch,Donaldo",1490,2015,75.0,U.S.A.,3.75,Blend,Venezuela
1125,Middlebury,Kokoa Kamili,1538,2015,75.0,U.S.A.,3.25,Blend,Tanzania
1126,Middlebury,"Matagalpa,Cacao Bisiesto",1538,2015,70.0,U.S.A.,3.5,Blend,Nicaragua
1127,Middlebury,La Red,1117,2013,75.0,U.S.A.,2.5,Blend,Dominican Republic
1128,Middlebury,Belize,1117,2013,80.0,U.S.A.,3.25,Trinitario,Belize
1129,Middlebury,Houseblend,887,2012,65.0,U.S.A.,1.5,Blend,Houseblend
1130,Middlebury,Alto Beni,887,2012,75.0,U.S.A.,2.0,Criollo,Bolivia
1131,Middlebury,"Balinese,Java",887,2012,70.0,U.S.A.,2.5,Criollo,Indonesia
1132,Millcreek Cacao Roasters,Ecuador,1073,2013,70.0,U.S.A.,2.5,Forastero (Nacional),Ecuador
1133,Millcreek Cacao Roasters,Ecuador,825,2012,70.0,U.S.A.,3.5,Blend,Ecuador
1134,Mindo,Ecuador,607,2010,67.0,U.S.A.,2.75,Blend,Ecuador
1135,Mindo,Ecuador,607,2010,77.0,U.S.A.,2.75,Blend,Ecuador
1136,Minimal,"Acul,du,Nord,2015",1920,2016,70.0,Japan,3.5,"Criollo, Trinitario",Haiti
1137,Mission,"Fazenda Camboa,Bahia",1880,2016,75.0,Brazil,3.75,Blend,Brazil
1138,Mission,"Bahia,Fazenda Venturosa",1626,2015,70.0,Brazil,3.5,Forastero (Parazinho),Brazil
1139,Mita,Tumaco,955,2012,65.0,Colombia,2.5,Blend,Colombia
1140,Moho,"Toledo District,w,nibs",1026,2013,73.0,U.S.A.,3.25,Trinitario,Belize
1141,Moho,Toledo District,1030,2013,72.0,U.S.A.,3.0,Trinitario,Belize
1142,Moho,"Umoho R,Toledo District,San Felipe",607,2010,67.0,U.S.A.,2.75,Trinitario,Belize
1143,Molucca,La Red,1614,2015,70.0,U.S.A.,3.0,Blend,Dominican Republic
1144,Molucca,Indonesia,1618,2015,70.0,U.S.A.,2.75,Blend,Indonesia
1145,Molucca,Peru,1618,2015,70.0,U.S.A.,3.25,Blend,Peru
1146,Momotombo,Matagalpa,661,2011,70.0,Nicaragua,2.75,Blend,Nicaragua
1147,Momotombo,Mombacho,661,2011,70.0,Nicaragua,2.75,Blend,Nicaragua
1148,Momotombo,Oscuro,772,2011,70.0,Nicaragua,3.25,Blend,Nicaragua
1149,Monarque,Oko Caribe,1812,2016,72.0,Canada,3.5,Blend,Dominican Republic
1150,Monsieur Truffe,Papaua New Guinea,1391,2014,70.0,Australia,3.25,Blend,Papua New Guinea
1151,Montecristi,Manabi,1654,2015,70.0,Ecuador,3.25,Blend,Ecuador
1152,Montecristi,Manabi,1654,2015,63.0,Ecuador,3.5,Blend,Ecuador
1153,Montecristi,Manabi,1658,2015,85.0,Ecuador,3.5,Blend,Ecuador
1154,Muchomas (Mesocacao),Nicaragua,1462,2015,70.0,U.S.A.,3.5,Blend,Nicaragua
1155,Muchomas (Mesocacao),Nicaragua,1462,2015,80.0,U.S.A.,3.5,Blend,Nicaragua
1156,Mutari,"Kokoa Kamili,batch 1 SRB",1896,2016,68.0,U.S.A.,2.75,Blend,Tanzania
1157,Mutari,"Oko Caribe,batch 1 SRB",1896,2016,71.0,U.S.A.,2.75,Blend,Dominican Republic
1158,Mutari,"Ambanja,batch 1 SRB",1900,2016,68.0,U.S.A.,2.75,Blend,Madagascar
1159,Mutari,"Tien Giang,batch 1 SRB",1900,2016,80.0,U.S.A.,3.0,Trinitario,Vietnam
1160,Nahua,"Costa Rica,Oscuro",1049,2013,58.0,Costa Rica,2.5,Blend,Costa Rica
1161,Nahua,"Costa Rica,Oscuro",1049,2013,70.0,Costa Rica,3.0,Blend,Costa Rica
1162,Naive,"Trinidad,Tobago",1046,2013,70.0,Lithuania,3.75,Blend,"Trinidad,Tobago"
1163,Naive,"Maranon Canyon,Fortunato No 4",1133,2013,78.0,Lithuania,3.75,Forastero (Nacional),Peru
1164,Naive,Grenada,867,2012,71.0,Lithuania,2.5,Trinitario,Grenada
1165,Naive,Nicaragua,1379,2014,70.0,Lithuania,3.25,Criollo,Nicaragua
1166,Naive,Chuao,1399,2014,75.0,Lithuania,2.75,Trinitario,Venezuela
1167,Naive,Barinas,1399,2014,70.0,Lithuania,3.0,Blend,Venezuela
1168,Nanea,Criollo Blend,1007,2013,85.0,U.S.A.,3.5,Blend,Hawaii
1169,Nathan Miller,Peru,1403,2014,72.0,U.S.A.,2.25,Blend,Peru
1170,Nathan Miller,Hispaniola,1403,2014,70.0,U.S.A.,2.5,Blend,Dominican Republic
1171,Nathan Miller,Madagascar,1403,2014,73.5,U.S.A.,2.5,Trinitario,Madagascar
1172,Nathan Miller,Ghana,1403,2014,70.0,U.S.A.,3.5,Forastero,Ghana
1173,Neuhaus (Callebaut),Papua New Guinea,531,2010,70.0,Belgium,2.5,Criollo,Papua New Guinea
1174,Neuhaus (Callebaut),Manickchand Estate,230,2008,67.0,Belgium,3.75,Trinitario,Trinidad
1175,Neuhaus (Callebaut),Dark,135,2007,73.0,Belgium,1.0,Blend,Dark
1176,Neuhaus (Callebaut),West Africa,15,2006,73.0,Belgium,2.0,Forastero,West Africa
1177,Neuhaus (Callebaut),Sao Tome,15,2006,75.0,Belgium,2.75,Forastero,Sao Tome
1178,Neuhaus (Callebaut),Ocumare,24,2006,71.0,Belgium,3.0,Criollo,Venezuela
1179,Nibble,Patanemo,1526,2015,72.0,U.S.A.,2.25,Criollo,Venezuela
1180,Nibble,Elvesia P,1526,2015,72.0,U.S.A.,2.75,Trinitario,Dominican Republic
1181,Nibble,"Ambanja,Sambirano Valley",1526,2015,72.0,U.S.A.,3.0,Trinitario,Madagascar
1182,Nibble,Tumbes,1526,2015,72.0,U.S.A.,3.0,Criollo,Peru
1183,Night Owl,Peru,1022,2013,75.0,U.S.A.,2.75,Blend,Peru
1184,Night Owl,Ecuador,1022,2013,75.0,U.S.A.,3.5,Blend,Ecuador
1185,Noble Bean aka Jerjobo,Ghana,1295,2014,75.0,U.S.A.,3.0,Forastero,Ghana
1186,Noble Bean aka Jerjobo,Moho Valley,1299,2014,75.0,U.S.A.,3.0,Trinitario,Belize
1187,Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75.0,U.S.A.,3.25,Forastero (Nacional),Peru
1188,Noir d' Ebine,Venezuela,837,2012,70.0,U.S.A.,3.0,Blend,Venezuela
1189,Noir d' Ebine,Ecuador,841,2012,70.0,U.S.A.,3.0,Blend,Ecuador
1190,Nova Monda,"La Patriota,cacao Indio,purple label",931,2012,70.0,Nicaragua,3.0,Blend,Nicaragua
1191,Nova Monda,"La Dalia,Matagalpa,cacao Bisesto,green label",935,2012,75.0,Nicaragua,2.75,Blend,Nicaragua
1192,Nova Monda,"Punta Galera,cacao Nacional,gold label",935,2012,80.0,Nicaragua,3.25,Forastero (Nacional),Ecuador
1193,Nuance,"Ghana,2013",1454,2015,70.0,U.S.A.,3.75,Forastero,Ghana
1194,Nuance,"Ecuador,2013",1458,2015,70.0,U.S.A.,2.75,Trinitario,Ecuador
1195,Nuance,"Canoabo,2013",1458,2015,70.0,U.S.A.,3.0,Criollo,Venezuela
1196,Nuance,"Sambirano Valley,2012",1458,2015,70.0,U.S.A.,3.5,Trinitario,Madagascar
1197,Nuance,La Red,1470,2015,70.0,U.S.A.,3.75,Blend,Dominican Republic
1198,Nugali,Fazenda Leolinda,1876,2016,70.0,Brazil,3.5,Trinitario (Scavina),Brazil
1199,Oakland Chocolate Co.,Jamaica,478,2010,70.0,U.S.A.,2.5,Trinitario,Jamaica
1200,Obolo,Pangoa,1638,2015,70.0,Chile,3.75,Criollo,Peru
1201,Obolo,"Pangoa,w,nibs",1638,2015,70.0,Chile,3.75,Criollo,Peru
1202,Ocelot,Virunga,1558,2015,70.0,Scotland,3.75,Forastero,Congo
1203,Ocelot,Piura,1558,2015,75.0,Scotland,4.0,Criollo,Peru
1204,Ocho,Sang Yum Coop,1760,2016,100.0,New Zealand,2.75,Blend,Samoa
1205,Ocho,Sang Yum Coop,1760,2016,70.0,New Zealand,3.5,Blend,Samoa
1206,Ocho,"Papua New Guinea,Devotion",1411,2014,66.0,New Zealand,2.75,Blend,Papua New Guinea
1207,Ocho,"Papua New Guinea,Revolution",1411,2014,70.0,New Zealand,3.0,Blend,Papua New Guinea
1208,Ocho,"Papua New Guinea,Voodoo",1411,2014,88.0,New Zealand,3.25,Blend,Papua New Guinea
1209,Ocho,"Papua New Guinea,Nib Bar",1411,2014,74.0,New Zealand,3.5,Blend,Papua New Guinea
1210,Ohiyo,"San Juan Estate,Gran Couva",1594,2015,70.0,U.S.A.,2.75,Trinitario,Trinidad
1211,Ohiyo,Tanzania,1598,2015,70.0,U.S.A.,3.0,Blend,Tanzania
1212,Oialla by Bojessen (Malmo),"Sylvestre,Oialla",761,2011,70.0,Germany,3.5,Criollo,Bolivia
1213,Olive and Sinclair,Dominican Republic prototype,486,2010,72.0,U.S.A.,3.0,Blend,Dominican Republic
1214,Olive and Sinclair,Ghana prototype,486,2010,72.0,U.S.A.,3.0,Forastero,Ghana
1215,Olive and Sinclair,Dark 67,457,2009,67.0,U.S.A.,2.75,Blend,"Ghana,Dominican Republic"
1216,Olive and Sinclair,Dark 75,457,2009,75.0,U.S.A.,3.0,Blend,"Ghana,Dominican Republic"
1217,Olivia,"Carribean,Raw",688,2011,76.0,Canada,2.0,Blend,Carribean
1218,Olivia,Carribean,688,2011,76.0,Canada,2.75,Blend,Carribean
1219,Olivia,Carribean,688,2011,85.0,Canada,2.75,Blend,Carribean
1220,Olivia,"Carribean,Raw",688,2011,85.0,Canada,3.0,Blend,Carribean
1221,Omanhene,Ghana,693,2011,80.0,Ghana,2.75,Forastero,Ghana
1222,Omnom,"Kakao Kamili,Kilombero Valley",1816,2016,70.0,Iceland,3.75,Trinitario,Tanzania
1223,Omnom,Papua New Guinea,1247,2014,70.0,Iceland,3.0,Blend,Papua New Guinea
1224,Omnom,Madagascar,1247,2014,66.0,Iceland,3.5,Trinitario,Madagascar
1225,organicfair,Maya Mountain,1161,2013,74.0,Canada,2.75,Trinitario,Belize
1226,organicfair,La Red,1165,2013,72.0,Canada,2.75,Blend,Dominican Republic
1227,organicfair,Nicaraqua,1165,2013,72.0,Canada,2.75,Trinitario,Nicaragua
1228,organicfair,Caribe,1165,2013,72.0,Canada,3.0,Blend,Dominican Republic
1229,organicfair,Mindo,1165,2013,72.0,Canada,3.0,Trinitario,Ecuador
1230,Original Beans (Felchlin),Papua Kerafat,1438,2014,68.0,Switzerland,2.75,Blend,Papua New Guinea
1231,Original Beans (Felchlin),"Grand Cru Blend No1,5 yr Anniversary Ed",1442,2014,80.0,Switzerland,3.25,Blend,"Grand Cru Blend No1,5 yr Anniversary Ed"
1232,Original Beans (Felchlin),"Alto Beni,Wild Harvest,Itenez R 24hr c",733,2011,66.0,Switzerland,3.75,Blend,Bolivia
1233,Original Beans (Felchlin),"Dominican Republic Congo,Cru Virunga",331,2009,70.0,Switzerland,3.0,Forastero,Congo
1234,Original Beans (Felchlin),"Piura,Apotequil,""Porcelana"" 72hr c",341,2009,75.0,Switzerland,3.0,Criollo,Peru
1235,Original Beans (Felchlin),"Alto Beni,Wild Harvest,Itenez R,60hr c",341,2009,68.0,Switzerland,3.25,Blend,Bolivia
1236,Original Hawaiin Chocolate Factory,"Hawai'i,Kona Grand Cru E",316,2009,60.0,U.S.A.,3.0,Criollo,Hawaii
1237,Original Hawaiin Chocolate Factory,"Hawai'i,Kona Estate Grown",24,2006,60.0,U.S.A.,3.0,Blend,Hawaii
1238,Orquidea,Peru,859,2012,65.0,Peru,3.0,Blend,Peru
1239,Orquidea,Peru,859,2012,72.0,Peru,3.0,Blend,Peru
1240,Pacari,"Sierra Nevada,Tutu Iku",1848,2016,70.0,Ecuador,4.0,Blend,Colombia
1241,Pacari,Garaua,1415,2014,70.0,Ecuador,3.25,Blend,Ecuador
1242,Pacari,Cumbia,1415,2014,70.0,Ecuador,3.5,Blend,Ecuador
1243,Pacari,Montubia,1415,2014,70.0,Ecuador,3.75,Blend,Ecuador
1244,Pacari,Tangara,1415,2014,70.0,Ecuador,4.0,Blend,Ecuador
1245,Pacari,"Ecuador,raw",817,2012,85.0,Ecuador,2.75,Blend,Ecuador
1246,Pacari,Piura,863,2012,70.0,Ecuador,4.0,Blend,Peru
1247,Pacari,"Nube,prototype",721,2011,70.0,Ecuador,3.5,Blend,Ecuador
1248,Pacari,Esmeraldas,224,2008,60.0,Ecuador,2.5,Forastero (Arriba),Ecuador
1249,Pacari,Manabi,224,2008,65.0,Ecuador,2.75,Forastero (Arriba),Ecuador
1250,Pacari,Los Rios,224,2008,72.0,Ecuador,3.0,Forastero (Arriba),Ecuador
1251,Pacari,Raw,266,2008,100.0,Ecuador,2.0,Forastero (Arriba),Ecuador
1252,Pacari,Raw,266,2008,70.0,Ecuador,3.5,Forastero (Arriba),Ecuador
1253,Palette de Bine,Lachua,1720,2016,70.0,Canada,2.75,Blend,Guatemala
1254,Palette de Bine,Maya Mtn,1720,2016,72.0,Canada,3.0,Trinitario,Belize
1255,Palette de Bine,"Silvestre,La Paz,Beni",1570,2015,70.0,Canada,3.25,Blend,Bolivia
1256,Palette de Bine,"San Juan Estate,Gran Couva",1570,2015,70.0,Canada,3.25,Trinitario,Trinidad
1257,Palette de Bine,Kokoa Kamili,1574,2015,72.0,Canada,3.5,Blend,Tanzania
1258,Palette de Bine,Lam Dong,1574,2015,72.0,Canada,3.75,Trinitario,Vietnam
1259,Palette de Bine,"Alto Beni,Palos Blancos",1239,2014,72.0,Canada,2.75,Blend,Bolivia
1260,Palette de Bine,Sambirano,1239,2014,78.0,Canada,3.75,Trinitario,Madagascar
1261,Palette de Bine,"Camino Verde P,Balao,Guayas",1303,2014,75.0,Canada,2.75,Blend,Ecuador
1262,Palette de Bine,"Duo,Gran Couva,Camino Verde",1399,2014,75.0,Canada,3.5,Blend,"Trinidad,Ecuador"
1263,Palette de Bine,Gran Couva,1399,2014,70.0,Canada,3.75,Trinitario,Trinidad
1264,Pangea,Matasawalevu,1860,2016,76.0,Spain,3.0,Blend,Fiji
1265,Park 75,South America,1363,2014,65.0,U.S.A.,3.5,Blend,South America
1266,Parliament,Kilombero Valley,1856,2016,70.0,U.S.A.,3.25,Blend,Tanzania
1267,Parliament,"Lachua,Q'egchi families",1542,2015,70.0,U.S.A.,3.5,Blend,Guatemala
1268,Parliament,Alto Beni,1251,2014,70.0,U.S.A.,3.0,Blend,Bolivia
1269,Parliament,Oko Caribe,1255,2014,70.0,U.S.A.,3.5,Blend,Dominican Republic
1270,Pascha,Peru,1137,2013,55.0,Peru,2.5,Blend,Peru
1271,Pascha,Peru,1137,2013,70.0,Peru,2.75,Blend,Peru
1272,Patric,Signature Blend,636,2011,70.0,U.S.A.,3.75,Blend,Signature Blend
1273,Patric,Madagascar,331,2009,75.0,U.S.A.,4.0,Trinitario,Madagascar
1274,Patric,Madagascar,439,2009,67.0,U.S.A.,3.5,Trinitario,Madagascar
1275,Patric,"Rio Caribe,Paria Penninsula",439,2009,70.0,U.S.A.,3.5,Trinitario,Venezuela
1276,Patric,Madagascar,196,2007,70.0,U.S.A.,4.0,Trinitario,Madagascar
1277,Patric,"Piura,Choc Garage Exclusive",1034,2013,67.0,U.S.A.,4.0,Blend,Peru
1278,Paul Young,"Madagascar,w,shell",1271,2014,73.0,England,2.25,Trinitario,Madagascar
1279,Paul Young,"Madagascar,w,shell",1271,2014,64.0,England,2.75,Trinitario,Madagascar
1280,Peppalo,Dominican Republic,1454,2015,82.0,U.S.A.,3.0,Blend,Dominican Republic
1281,Pierre Marcolini,"Haut Penja,w,nibs",1658,2015,70.0,Belgium,3.25,Forastero,Cameroon
1282,Pierre Marcolini,Chuao,478,2010,75.0,Belgium,3.0,Criollo,Venezuela
1283,Pierre Marcolini,Trinite,478,2010,75.0,Belgium,3.25,Trinitario,Trinidad
1284,Pierre Marcolini,"Baracoa,Cuba",516,2010,78.0,Belgium,3.75,"Criollo, Forastero",Cuba
1285,Pierre Marcolini,"Peru,Las Pampas P",531,2010,85.0,Belgium,3.0,Criollo,Peru
1286,Pierre Marcolini,"Bahia Brazil,Fazenda Sao Pedro",414,2009,72.0,Belgium,3.0,Forastero,Brazil
1287,Pierre Marcolini,"Porcelana,Tabasco,Finca La Joya",445,2009,72.0,Belgium,3.0,Criollo,Mexico
1288,Pierre Marcolini,Cabosse,111,2007,70.0,Belgium,4.0,Blend,"Venezuela,Java"
1289,Pierre Marcolini,"Los Rios,Puerto Romero,Equateur",129,2007,72.0,Belgium,3.75,Forastero (Nacional),Ecuador
1290,Pierre Marcolini,"Sambirano,Ambanja,Madagascar",141,2007,72.0,Belgium,4.0,Trinitario,Madagascar
1291,Pierre Marcolini,Fleur de Cacao,166,2007,85.0,Belgium,3.5,Blend,"Venezuela,Ghana"
1292,Pierre Marcolini,"Porcelana,Tabasco,Limited Ed",81,2006,72.0,Belgium,4.0,Criollo,Mexico
1293,Pierre Marcolini,"Kendem Lembu,Java",93,2006,72.0,Belgium,3.0,Criollo,Indonesia
1294,Pierre Marcolini,"Ocumare,Puerto Cabello,Venezuela",93,2006,72.0,Belgium,4.0,Criollo,Venezuela
1295,Pinellas,Wampusirpi Region,1772,2016,80.0,U.S.A.,2.5,Blend,Honduras
1296,Pitch Dark,Tenor,1506,2015,62.0,U.S.A.,2.5,Blend,Nicaragua
1297,Pitch Dark,Johe,1506,2015,80.0,U.S.A.,2.75,Blend,Nicaragua
1298,Pitch Dark,Chuno,1510,2015,80.0,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
1299,Pitch Dark,Nicalizo,1510,2015,80.0,U.S.A.,2.75,Trinitario,Nicaragua
1300,Pitch Dark,Rugoso,1510,2015,80.0,U.S.A.,3.25,Blend,Nicaragua
1301,Pitch Dark,Akesson Estate,1311,2014,73.0,U.S.A.,3.25,Trinitario,Madagascar
1302,Pitch Dark,Namau Village,1315,2014,73.0,U.S.A.,2.5,Trinitario,Fiji
1303,Pitch Dark,"Camino Verde P,Balao,Guayas,""Fruity""",1319,2014,73.0,U.S.A.,3.25,Blend,Ecuador
1304,Pitch Dark,"Camino Verde P,Balao,Guayas,""Floral""",1319,2014,73.0,U.S.A.,3.5,Blend,Ecuador
1305,Pomm (aka Dead Dog),"La Red,2011",829,2012,76.0,U.S.A.,2.5,Blend,Dominican Republic
1306,Pomm (aka Dead Dog),Peru,829,2012,82.0,U.S.A.,2.75,Criollo,Peru
1307,Potomac,"Oko Caribe,Duarte Province,2016 H",1820,2016,70.0,U.S.A.,3.75,Blend,Dominican Republic
1308,Potomac,"Cuyagua,2013",1387,2014,70.0,U.S.A.,3.75,Blend,Venezuela
1309,Potomac,"Upala w,nibs",647,2011,70.0,U.S.A.,3.5,Matina,Costa Rica
1310,Potomac,"Upala,Batch 18",654,2011,70.0,U.S.A.,3.0,Matina,Costa Rica
1311,Potomac,"San Martin,Amazonian Highlands",789,2011,70.0,U.S.A.,2.75,Blend,Peru
1312,Potomac,Bahia,789,2011,70.0,U.S.A.,3.5,Blend,Brazil
1313,Potomac,"Upala,Batch 12",607,2010,82.0,U.S.A.,3.75,Matina,Costa Rica
1314,Pralus,Peru,1446,2015,75.0,France,3.25,Blend,Peru
1315,Pralus,"Porcelana,S of Lake Maracaibo",717,2011,75.0,France,3.25,Criollo (Porcelana),Venezuela
1316,Pralus,Chuao,486,2010,75.0,France,3.5,Trinitario,Venezuela
1317,Pralus,Cuyagua,451,2009,75.0,France,2.0,Blend,Venezuela
1318,Pralus,Papouasie,199,2008,75.0,France,3.0,Trinitario,Papua New Guinea
1319,Pralus,"Sambirano Valley,Le 100%",202,2008,100.0,France,3.0,Criollo,Madagascar
1320,Pralus,"Dominican Republic,Organic",280,2008,75.0,France,2.0,Blend,Dominican Republic
1321,Pralus,"Monte Alegre,Diego Badero",280,2008,75.0,France,3.5,Blend,Brazil
1322,Pralus,"Claudio Corallo w,nibs",162,2007,75.0,France,4.0,Forastero,Sao Tome
1323,Pralus,"Monte Alegre ,Itacare,Brazil",105,2006,75.0,France,3.0,Forastero,Brazil
1324,Pralus,Tanzania,105,2006,75.0,France,3.5,Criollo,Tanzania
1325,Pralus,"Sao Tome,Principe",5,2006,75.0,France,3.5,Forastero,"Sao Tome,Principe"
1326,Pralus,Trinidad,5,2006,75.0,France,3.5,Trinitario,Trinidad
1327,Pralus,"Madagascar,Nosy Be Isle",5,2006,75.0,France,3.75,Criollo,Madagascar
1328,Pralus,"Java,Indonesie",32,2006,75.0,France,3.5,Criollo,Indonesia
1329,Pralus,"Barlovento,Venezuela",32,2006,75.0,France,3.5,Trinitario,Venezuela
1330,Pralus,Jamaique,32,2006,75.0,France,4.0,Trinitario,Jamaica
1331,Pralus,Equateur,40,2006,75.0,France,3.0,Trinitario,Ecuador
1332,Pralus,Vanuatu,40,2006,75.0,France,3.0,Trinitario,Vanuatu
1333,Pralus,Ghana,40,2006,75.0,France,3.25,Forastero,Ghana
1334,Pralus,Colombie,40,2006,75.0,France,3.5,Trinitario,Colombia
1335,Pralus,Fortissima,93,2006,80.0,France,4.0,"Criollo, Trinitario",Ecuador
1336,Pralus,Cuba,99,2006,75.0,France,3.0,Trinitario,Cuba
1337,Pralus,"Caracas,Venezuela,Ghana",99,2006,75.0,France,3.0,"Trinitario, Forastero","Venezuela,Ghana"
1338,Pralus,"Djakarta,Java,Ghana",99,2006,75.0,France,3.5,"Criollo, Forastero","Indonesia,Ghana"
1339,Pump Street Bakery,"Chocoan Rainforest,Teroro Escondido,ESM",1872,2016,77.0,England,3.5,Blend,Ecuador
1340,Pump Street Bakery,"Crayfish Bay Estate,2014",1502,2015,70.0,England,3.5,Trinitario,Grenada
1341,Pump Street Bakery,"Akesson's,batch 4411",1530,2015,74.0,England,3.5,Criollo,Madagascar
1342,Pump Street Bakery,Honduras,1688,2015,80.0,England,2.75,Blend,Honduras
1343,Pump Street Bakery,"Patanemo Vil,Carabobo State,Tisano family",1223,2014,75.0,England,2.75,Trinitario,Venezuela
1344,Pump Street Bakery,Guantupi River,1223,2014,75.0,England,3.0,Forastero (Nacional),Ecuador
1345,Pump Street Bakery,"Akessons Estate,Sambirano,Ambanja",1223,2014,72.0,England,3.25,Trinitario,Madagascar
1346,Pump Street Bakery,Guantupi River,1227,2014,85.0,England,2.75,Forastero (Nacional),Ecuador
1347,Pura Delizia,Venezuela,931,2012,73.0,Italy,2.75,Blend,Venezuela
1348,Q Chocolate,Brazil,1057,2013,75.0,Brazil,3.25,Blend,Brazil
1349,Q Chocolate,Brazil,1057,2013,85.0,Brazil,3.5,Blend,Brazil
1350,Q Chocolate,Brazil,1069,2013,55.0,Brazil,2.75,Blend,Brazil
1351,Q Chocolate,Brazil,1069,2013,80.0,Brazil,3.25,Blend,Brazil
1352,Q Chocolate,Brazil,935,2012,60.0,Brazil,3.0,Blend,Brazil
1353,Q Chocolate,Brazil,935,2012,65.0,Brazil,3.25,Blend,Brazil
1354,Quetzalli (Wolter),"Mexico,Lot 28022016",1796,2016,70.0,Mexico,2.75,Criollo,Mexico
1355,Quetzalli (Wolter),"Uranga,Lot 22032016",1800,2016,74.0,Mexico,3.0,Trinitario,Mexico
1356,Raaka,Amazon Basin Blend,1788,2016,70.0,U.S.A.,3.0,Blend,"Peru,SMartin,Pangoa,nacional"
1357,Raaka,Virunga,1708,2015,75.0,U.S.A.,2.75,Forastero,Congo
1358,Raaka,Madagascar,959,2012,75.0,U.S.A.,3.25,Trinitario,Madagascar
1359,Raaka,La Red,785,2011,85.0,U.S.A.,3.5,Blend,Dominican Republic
1360,Rain Republic,Suchitepequez E,470,2010,70.0,Guatemala,2.75,Blend,Guatemala
1361,Rancho San Jacinto,Ecuador,565,2010,75.0,Eucador,3.0,"Forastero(Arriba, CCN)",Ecuador
1362,Ranger,"San Martin,Batch 2",1558,2015,70.0,U.S.A.,2.5,Blend,Peru
1363,Ranger,"Chulucanas,Batch 1",1562,2015,80.0,U.S.A.,3.25,Blend,Peru
1364,Ranger,"Tumbes,Batch 2",1562,2015,73.0,U.S.A.,3.5,Criollo,Peru
1365,Raoul Boulanger,Piura,1872,2016,75.0,France,3.25,Criollo,Peru
1366,Raw Cocoa,Raw,867,2012,70.0,Poland,2.5,Criollo,Raw
1367,Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75.0,Ecuador,3.25,Blend,Ecuador
1368,Republica del Cacao (aka Confecta),"Los Rios,Vinces",439,2009,75.0,Ecuador,2.5,Forastero (Arriba),Ecuador
1369,Republica del Cacao (aka Confecta),Manabi,147,2007,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador
1370,Republica del Cacao (aka Confecta),El Oro,147,2007,67.0,Ecuador,3.5,Forastero (Arriba),Ecuador
1371,Republica del Cacao (aka Confecta),Los Rios,170,2007,75.0,Ecuador,3.75,Forastero (Arriba),Ecuador
1372,Ritual,"Camino Verde P,Balao,2015 harvest,batch8",1860,2016,75.0,U.S.A.,3.75,Blend,Ecuador
1373,Ritual,"Camino Verde P,Balao,Guayas,2014",1466,2015,85.0,U.S.A.,3.5,Blend,Ecuador
1374,Ritual,"Mid Mountain,2014",1466,2015,70.0,U.S.A.,3.5,Blend,"Mid Mountain,2014"
1375,Ritual,"Toledo District,Maya",1089,2013,75.0,U.S.A.,3.75,Trinitario,Belize
1376,Ritual,"Maranon,Cajamarca",1181,2013,75.0,U.S.A.,3.0,Forastero (Nacional),Peru
1377,Ritual,Sambirano,891,2012,75.0,U.S.A.,4.0,Trinitario,Madagascar
1378,Ritual,"Camino Verde P,2012,Balao,Guayas",967,2012,75.0,U.S.A.,3.25,Nacional (Arriba),Ecuador
1379,Ritual,Gran Couva,979,2012,75.0,U.S.A.,3.5,Trinitario,Trinidad
1380,Ritual,Costa Rica,745,2011,75.0,U.S.A.,3.5,Blend,Costa Rica
1381,Roasting Masters,"La Dorado,light roast",1844,2016,70.0,South Korea,3.25,Blend,Costa Rica
1382,Roasting Masters,"Tapanti,light roast",1844,2016,70.0,South Korea,3.25,Blend,Costa Rica
1383,Roasting Masters,Maleku,1844,2016,70.0,South Korea,3.25,Blend,Costa Rica
1384,Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75.0,Madagascar,3.25,Trinitario,Madagascar
1385,Robert (aka Chocolaterie Robert),"Madagascar w,nibs",1061,2013,68.0,Madagascar,3.25,Trinitario,Madagascar
